UnitCost,UnitPrice,Discount,UnitsSold,StoreType,CustomerRating,ProfitMargin,Revenue,IsTopSeller,ProductCategory_Kurti,ProductCategory_Lehenga,ProductCategory_Saree,ProductCategory_Top,Material_Cotton,Material_Georgette,Material_Linen,Material_Silk,Brand_FabIndia,Brand_GlobalDesi,Brand_H&M,Brand_Zara,Region_North,Region_South,Region_West,Season_Spring,Season_Summer,Season_Winter
-0.9872297766931639,1.0065391564823252,0.17,0.2543432199203839,0,3.0,5.81,0.8893127753328832,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
-1.2069220075014446,-0.23897813021311104,0.17,-0.17681788004965204,0,4.9,4.3,-0.27215739387487564,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0.9921195182418933,1.5995481831096108,0.03,-1.3544668545946754,1,2.9,1.45,-0.7897937769688478,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
-1.2863926697713213,1.2239818096025763,0.1,0.6147166766117572,0,3.9,7.22625,1.7008795367656224,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1.5636018806981606,-1.7547661772959906,0.08,-0.3763103292895194,0,3.9,-0.9,-1.1043251979453506,0,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
1.1976836313133072,0.6336772935862391,0.12,-1.4059487769791574,1,3.7,0.66,-0.9807412352415011,0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
1.5522993865086672,-0.8988787192845205,0.24,-1.3480316142966153,1,4.1,-0.41,-1.0990038561921809,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
-0.6817092306334165,1.3550604238798754,0.11,1.316157869100323,0,3.1,4.6,2.5839631268687295,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1.2471320433923414,0.2060040156415989,0.14,-1.0777515217780853,0,3.9,0.36,-0.7444051177636852,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
-0.03993948243623613,0.1475865864451135,0.12,-1.4896069008539405,1,3.4,1.27,-1.0911256688592537,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.5901745686280291,-0.029829309633101507,0.03,1.560697000426612,1,4.2,0.53,1.4819555132114053,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
-0.8226372050586642,1.6747335780939763,0.13,1.3805102720809255,1,2.9,6.0,2.5839631268687295,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
0.9730465592971229,1.132749651659917,0.06,-1.20645632773929,1,3.9,1.14,-0.658944714405343,0,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0.041297194550748734,-0.7389519918237718,0.06,-1.2193268083354105,1,3.0,0.24,-0.992616350666254,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
-1.4114265117425935,1.606760211405473,0.03,-0.6015437397216277,1,3.2,7.22625,0.3940551384830819,0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1.3400244175122416,1.233898348509387,0.11,-0.5243208561449049,1,3.0,0.95,0.20896324818087025,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
0.045535629871808814,-1.2735435892545721,0.23,0.827079606447745,0,3.0,-0.32,-0.6318097544047134,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
1.5088554244678014,0.9403687968677875,0.08,-1.4638659396616995,1,4.6,0.68,-1.014458566893136,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0.23449920460240403,1.6226266736563704,0.09,-0.40848653077982056,1,3.2,2.37,0.5884043037956659,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.12747871274563702,-0.8260372334963102,0.19,1.097359698966275,0,4.8,0.1,-0.08684086976964818,1,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
-0.7961469843020387,0.006591433261003601,0.06,0.801338645255504,1,4.9,2.66,0.8165480232851563,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0.1567945570496359,1.4771240027873465,0.27,-1.2128915680373502,1,3.9,2.35,-0.7389429090145739,0,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False
1.249604463996293,-1.1924082709261201,0.16,1.071618737774034,0,2.9,-0.53,-0.4354602043261104,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
1.5597166483205223,-0.9870457652014383,0.13,0.6018461960156367,1,3.4,-0.46,-0.364450532887888,1,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1.105850866023672,1.4325897280603963,0.17,-1.4123840172772175,0,4.5,1.24,-0.9384344326333013,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
-0.46837465280672586,0.09043126220040398,0.05,-1.3609020948927357,0,3.4,1.9,-0.9729934972591743,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1.421614297442648,-0.9814564432721449,0.18,-0.3248284069050375,0,2.7,-0.43,-0.7364550071775802,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0.9126488559720168,-0.8015163372903781,0.11,0.11920317366111889,0,3.9,-0.2,-0.3992098897808035,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0.656223519047882,-1.0409556767130097,0.27,-0.23473504273219417,1,4.6,-0.3,-0.7855618399930995,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
-1.6403020190798379,-1.680482285848608,0.05,-1.1742801262489888,0,4.5,1.53,-1.146676129231007,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
-0.47331949401462925,0.4414767395015062,0.15,1.477038876551829,0,2.9,2.42,1.6566047568877127,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
1.5526525894520888,-1.452221590284563,0.18,0.14494413485335983,1,4.2,-0.73,-0.8806482221344673,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.6492145598386225,0.27776369718542976,0.01,1.4448626750615279,0,3.1,2.65,1.8642624002770227,1,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
-1.2659068990528641,0.4299374942281264,0.11,-1.47673642025782,0,3.0,7.18,-1.063500515548831,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.8282333524942369,-0.40593658526232557,0.22,-0.7881657083653746,0,4.7,0.12,-0.7456684195382118,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
-1.009834765072151,-0.28044729291431986,0.25,1.1166654198604558,0,3.1,2.93,0.35047145604575336,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
-0.5393684444344822,-0.3943973399889457,0.09,1.4191217138692869,1,3.2,1.32,0.7433596646648402,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
-0.5612670269266259,-0.29144563606551,0.24,0.312260382602926,0,2.5,1.52,-0.09754403201684224,1,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0.3446985229499661,0.5058440920420781,0.29,0.6211519169098174,1,4.7,1.19,0.5743581574664729,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
-0.3193230106827797,0.6915538206605348,0.26,0.04198029008439604,1,4.5,2.39,0.27539996703532676,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
-0.6308480067806955,-0.569649627578402,0.04,0.7241157616787812,0,4.1,1.21,0.20105330777981434,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
-1.3047592228292482,-0.4520935663558449,0.22,-0.7366837859808927,0,4.4,4.49,-0.7321326739840859,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
